360,0.17556023175572394,0.005293837011448581,0.8191459312328274,3.917e-06
365,0.17516121850626198,0.0052563459151060525,0.8195824355786321,6.965e-06
370,0.1748206076796346,0.005220600937938473,0.8199587913824269,1.239e-05
375,0.17450972086916008,0.005181639770144154,0.8203086393606958,2.202e-05
380,0.17411223442634155,0.004963725981452719,0.8209240395922057,3.9e-05
385,0.17400791751588912,0.004980548622995037,0.8210115338611158,6.4e-05
390,0.17380077262082802,0.004915411905373406,0.8212838154737987,0.00012
395,0.17355990652721373,0.004923202577307893,0.8215168908954784,0.000217
400,0.17333686548078087,0.004796743447266892,0.8218663910719523,0.000396
405,0.17302096545549503,0.004775050361859285,0.8222039841826456,0.00064
410,0.17257655084880216,0.004799301919720767,0.822624147231477,0.00121
415,0.17208663075524816,0.004832524218039946,0.8230808450267119,0.00218
420,0.17140743386310878,0.005102170973749331,0.8234903951631419,0.004
425,0.17030098877973635,0.005788504996470994,0.8239105062237927,0.0073
430,0.16887752067098924,0.006900243887930522,0.8242222354410803,0.0116
435,0.16689529035208048,0.008555606360818981,0.8245491032871005,0.01684
440,0.16441175637527497,0.01085755827676388,0.8247306853479612,0.023
445,0.16110457958027455,0.013793358821732408,0.8251020615979929,0.0298
450,0.15664093257730707,0.017704804990891342,0.8256542624318015,0.038
455,0.15098540837597121,0.022740193291642983,0.8262743983323859,0.048
460,0.14396039603960395,0.0297029702970297,0.8263366336633663,0.06
465,0.13550267119961146,0.039879121472127785,0.8246182073282607,0.0739
470,0.12411847672778563,0.05780251337374046,0.8180790098984739,0.09098
475,0.10959432361561004,0.08684251118309423,0.8035631652012956,0.1126
480,0.09129350700227118,0.13270204248699016,0.7760044505107387,0.13902
485,0.06870592129105553,0.20072321772810223,0.7305708609808422,0.1693
490,0.04539073467477772,0.2949759646062875,0.6596333007189348,0.20802
495,0.023459942547079473,0.41270347909352056,0.5638365783593999,0.2586
500,0.008168028004667443,0.5384230705117519,0.45340890148358054,0.323
505,0.0038585209003215433,0.6548231511254019,0.3413183279742765,0.4073
510,0.013870246085011185,0.750186428038777,0.2359433258762118,0.503
515,0.03885180240320427,0.8120160213618157,0.14913217623497996,0.6082
520,0.07430242477337497,0.8338030913402279,0.09189448388639708,0.71
525,0.11416071960667966,0.8262069597811889,0.05963232061213144,0.7932
530,0.1547220612157134,0.8058635454256492,0.03941439335863733,0.862
535,0.19287609787772117,0.781629216363077,0.025494685759201663,0.9148501
540,0.22961967264964023,0.7543290899027437,0.016051237447616034,0.954
545,0.26577508497118374,0.7243239249298065,0.009900990099009901,0.9803
550,0.3016037993957512,0.6923077623715742,0.006088438232674695,0.9949501
555,0.3373633328508565,0.6588482901396885,0.0037883770094549194,1.0
560,0.3731015438684574,0.6244508597966612,0.0024475963348813854,0.995
565,0.4087362557064234,0.5896068688595312,0.0016568754340454137,0.9786
570,0.4440624635823331,0.5547139028085305,0.0012236336091364642,0.952
575,0.4787747911575837,0.5202023072114564,0.0010229016309598227,0.9154
580,0.5124863667817968,0.486590788060857,0.0009228451573462092,0.87
585,0.5447865055948338,0.4544341145688359,0.0007793798363302343,0.8163
590,0.5751513113651647,0.4242322349249047,0.0006164537099305088,0.757
595,0.6029327855757162,0.3964966335729773,0.0005705808513066302,0.6949
600,0.6270365997638725,0.372491145218418,0.0004722550177095632,0.631
605,0.6482331060136393,0.3513949163050217,0.0003719776813391196,0.5668
610,0.6657635762380971,0.33401065115476053,0.00022577260714238287,0.503
615,0.6800788497217068,0.3197472170686456,0.00017393320964749538,0.4412
620,0.691503972961702,0.30834226055665576,0.00015376648164242677,0.381
625,0.7006060606060606,0.2993006993006993,9.324009324009324e-05,0.321
630,0.7079177916216642,0.2920271089348397,5.509944349611659e-05,0.265
635,0.7140315971169937,0.2859288735456498,3.9529337356541445e-05,0.217
640,0.7190329416297437,0.28093495151865405,3.21068516021319e-05,0.175
645,0.7230316025730947,0.2769483577483417,2.003967856355584e-05,0.1382
650,0.7259923175416133,0.2740076824583867,0.0,0.107
655,0.7282717282717283,0.27172827172827174,0.0,0.0816
660,0.7299690128375387,0.27003098716246127,0.0,0.061
665,0.7310893955845096,0.2689106044154904,0.0,0.04458
670,0.7319932998324958,0.26800670016750416,0.0,0.032
675,0.7327188940092166,0.26728110599078336,0.0,0.0232
680,0.7334169672259684,0.2665830327740317,0.0,0.017
685,0.7340473003123605,0.26595269968763946,0.0,0.01192
690,0.7343901649951472,0.2656098350048528,0.0,0.00821
695,0.7345916616426286,0.26540833835737143,0.0,0.005723
700,0.7346900232582808,0.26530997674171924,0.0,0.004102
705,0.7346900103225422,0.2653099896774577,0.0,0.002929
710,0.7346899882329744,0.26531001176702557,0.0,0.002091
715,0.7346900137070868,0.2653099862929133,0.0,0.001484
720,0.734690004148161,0.2653099958518389,0.0,0.001047
725,0.7346899996056202,0.2653100003943797,0.0,0.00074
730,0.7346899520452088,0.26531004795479113,0.0,0.00052
735,0.7346899924932917,0.2653100075067082,0.0,0.0003611
740,0.734690005712895,0.265309994287105,0.0,0.0002492
745,0.73469000015897,0.2653099998410301,0.0,0.0001719
750,0.7346900107030472,0.2653099892969529,0.0,0.00012
755,0.7346900018490355,0.26530999815096457,0.0,8.48e-05
760,0.7346899520452088,0.2653100479547912,0.0,6e-05
765,0.7346899188426473,0.26531008115735266,0.0,4.24e-05
770,0.7346899989714816,0.2653100010285184,0.0,3e-05
775,0.734689985247762,0.265310014752238,0.0,2.12e-05
780,0.7346899837415757,0.2653100162584244,0.0,1.499e-05
785,0.734689985247762,0.265310014752238,0.0,1.06e-05
790,0.7346899539544549,0.2653100460455452,0.0,7.4657e-06
795,0.7346899746033444,0.2653100253966556,0.0,5.2578e-06
800,0.7346899880202452,0.2653100119797548,0.0,3.7029e-06
805,0.7346899907785492,0.2653100092214507,0.0,2.6078e-06
810,0.7346899978446993,0.2653100021553007,0.0,1.8366e-06
815,0.734690009460412,0.2653099905395881,0.0,1.2934e-06
820,0.7346899842869646,0.2653100157130354,0.0,9.1093e-07
825,0.7346899698474674,0.2653100301525327,0.0,6.4153e-07
830,0.734689958783312,0.26531004121668794,0.0,4.5181e-07
